created,,,,,,,,
2021-04-28T16:09:00.000Z,0,2031,,,,,,
2021-04-28T16:10:04.000Z,0,2035,,,,,,
2021-04-28T16:11:09.000Z,0,2027,,,,,,
2021-04-28T16:12:13.000Z,0,2031,,,,,,
2021-04-28T16:13:17.000Z,0,2030,,,,,,
2021-04-28T16:14:21.000Z,0,2031,,,,,,
2021-04-28T16:15:25.000Z,0,2027,,,,,,
2021-04-28T16:16:29.000Z,0,2031,,,,,,
2021-04-28T16:17:33.000Z,0,2027,,,,,,
2021-04-28T16:18:37.000Z,0,2032,,,,,,
2021-04-28T16:19:41.000Z,0,2030,,,,,,
2021-04-28T16:20:45.000Z,0,2027,,,,,,
2021-04-28T16:21:49.000Z,0,2027,,,,,,
2021-04-28T16:22:53.000Z,0,2029,,,,,,
2021-04-28T16:23:57.000Z,0,2023,,,,,,
2021-04-28T16:25:01.000Z,0,2031,,,,,,
2021-04-28T16:26:05.000Z,0,2031,,,,,,
2021-04-28T16:27:09.000Z,0,2031,,,,,,
2021-04-28T16:28:13.000Z,0,2031,,,,,,
2021-04-28T16:29:16.000Z,0,2031,,,,,,
2021-04-28T16:30:20.000Z,0,2032,,,,,,
2021-04-28T16:31:24.000Z,0,2032,,,,,,
2021-04-28T16:32:28.000Z,0,2030,,,,,,
2021-04-28T16:33:32.000Z,0,2029,,,,,,
2021-04-28T16:34:36.000Z,0,2030,,,,,,
2021-04-28T16:35:40.000Z,0,2029,,,,,,
2021-04-28T16:36:44.000Z,0,2032,,,,,,
2021-04-28T16:37:48.000Z,0,2030,,,,,,
2021-04-28T16:38:52.000Z,0,2029,,,,,,
2021-04-28T16:39:56.000Z,0,2031,,,,,,
2021-04-28T16:41:00.000Z,0,2032,,,,,,
2021-04-28T16:42:04.000Z,0,2031,,,,,,
2021-04-28T16:43:08.000Z,0,2029,,,,,,
2021-04-28T16:44:12.000Z,0,2031,,,,,,
2021-04-28T16:45:16.000Z,0,2030,,,,,,
2021-04-28T16:46:20.000Z,0,2032,,,,,,
2021-04-28T16:47:23.000Z,0,2030,,,,,,
2021-04-28T16:48:27.000Z,0,2031,,,,,,
2021-04-28T16:49:31.000Z,0,2030,,,,,,
2021-04-28T16:50:35.000Z,0,2032,,,,,,
2021-04-28T16:51:39.000Z,0,2032,,,,,,
2021-04-28T16:52:43.000Z,0,2030,,,,,,
2021-04-28T16:53:47.000Z,0,2030,,,,,,
2021-04-28T16:54:51.000Z,0,2031,,,,,,
2021-04-28T16:55:55.000Z,0,2030,,,,,,
2021-04-28T16:56:59.000Z,0,2028,,,,,,
2021-04-28T16:58:03.000Z,0,2030,,,,,,
2021-04-28T16:59:07.000Z,0,2031,,,,,,
2021-04-28T17:00:11.000Z,0,2032,,,,,,
2021-04-28T17:01:15.000Z,0,2030,,,,,,
2021-04-28T17:02:19.000Z,0,2030,,,,,,
2021-04-28T17:03:23.000Z,0,2032,,,,,,
2021-04-28T17:04:26.000Z,0,2032,,,,,,
2021-04-28T17:05:30.000Z,0,2032,,,,,,
2021-04-28T17:06:34.000Z,0,2033,,,,,,
2021-04-28T17:07:38.000Z,0,2031,,,,,,
2021-04-28T17:08:42.000Z,0,2030,,,,,,
2021-04-28T17:09:46.000Z,0,2031,,,,,,
2021-04-28T17:10:50.000Z,0,2029,,,,,,
2021-04-28T17:11:54.000Z,0,2031,,,,,,
2021-04-28T17:12:58.000Z,0,2030,,,,,,
2021-04-28T17:14:02.000Z,0,2031,,,,,,
2021-04-28T17:15:07.000Z,0,2029,,,,,,
2021-04-28T17:16:11.000Z,0,2032,,,,,,
2021-04-28T17:17:15.000Z,0,1860,,,,,,
2021-04-28T17:18:19.000Z,0,1872,,,,,,
2021-04-28T17:19:23.000Z,0,1859,,,,,,
2021-04-28T17:20:27.000Z,0,1858,,,,,,
2021-04-28T17:21:31.000Z,0,1857,,,,,,
2021-04-28T17:22:35.000Z,0,1981,,,,,,
2021-04-28T17:23:39.000Z,0,1904,,,,,,
2021-04-28T17:24:43.000Z,0,1887,,,,,,
2021-04-28T17:25:47.000Z,0,2019,,,,,,
2021-04-28T17:26:50.000Z,0,3287,,,,,,
2021-04-28T17:27:54.000Z,1,2350,,,,,,
2021-04-28T17:28:58.000Z,1,2454,,,,,,
2021-04-28T17:30:02.000Z,0,2390,,,,,,
2021-04-28T17:31:06.000Z,7,2351,,,,,,
2021-04-28T17:32:10.000Z,0,2390,,,,,,
2021-04-28T17:33:14.000Z,0,2449,,,,,,
2021-04-28T17:34:18.000Z,0,2514,,,,,,
2021-04-28T17:35:22.000Z,0,4095,,,,,,
2021-04-28T17:36:26.000Z,0,4095,,,,,,
2021-04-28T17:37:30.000Z,0,3441,,,,,,
2021-04-28T17:38:34.000Z,0,4095,,,,,,
2021-04-28T17:39:38.000Z,0,3447,,,,,,
2021-04-28T17:40:42.000Z,0,3419,,,,,,
2021-04-28T17:41:46.000Z,0,4095,,,,,,
2021-04-28T17:42:50.000Z,0,3423,,,,,,
2021-04-28T17:43:53.000Z,0,3379,,,,,,
2021-04-28T17:44:57.000Z,0,3408,,,,,,
2021-04-28T17:46:01.000Z,0,3407,,,,,,
2021-04-28T17:47:05.000Z,0,3411,,,,,,
2021-04-28T17:48:09.000Z,0,3421,,,,,,
2021-04-28T17:49:13.000Z,0,3453,,,,,,
2021-04-28T17:50:17.000Z,0,3375,,,,,,
2021-04-28T17:51:21.000Z,0,3407,,,,,,
2021-04-28T17:52:25.000Z,0,3419,,,,,,
2021-04-28T17:53:29.000Z,0,3415,,,,,,
2021-04-28T17:54:33.000Z,0,3421,,,,,,
2021-04-28T17:55:37.000Z,0,3415,,,,,,
2021-04-28T17:56:41.000Z,0,3411,,,,,,
2021-04-28T17:57:45.000Z,0,3415,,,,,,
2021-04-28T17:58:49.000Z,0,3423,,,,,,
2021-04-28T17:59:53.000Z,0,3427,,,,,,
2021-04-28T18:00:57.000Z,0,3423,,,,,,
2021-04-28T18:02:01.000Z,0,3423,,,,,,
2021-04-28T18:03:05.000Z,0,3423,,,,,,
2021-04-28T18:04:09.000Z,0,3429,,,,,,
2021-04-28T18:05:12.000Z,0,3431,,,,,,
2021-04-28T18:06:16.000Z,0,3433,,,,,,
2021-04-28T18:07:20.000Z,0,3431,,,,,,
2021-04-28T18:08:24.000Z,0,3437,,,,,,
2021-04-28T18:09:28.000Z,0,3439,,,,,,
2021-04-28T18:10:32.000Z,0,3439,,,,,,
2021-04-28T18:11:36.000Z,0,3439,,,,,,
2021-04-28T18:12:40.000Z,0,3439,,,,,,
2021-04-28T18:13:44.000Z,0,3435,,,,,,
2021-04-28T18:14:48.000Z,0,3439,,,,,,
2021-04-28T18:15:52.000Z,0,3439,,,,,,
2021-04-28T18:16:56.000Z,0,3441,,,,,,
2021-04-28T18:18:00.000Z,0,3439,,,,,,
2021-04-28T18:19:08.000Z,0,3327,,,,,,
2021-04-28T18:20:12.000Z,0,3435,,,,,,
2021-04-28T18:21:16.000Z,0,4095,,,,,,
2021-04-28T18:22:20.000Z,0,4095,,,,,,
2021-04-28T18:23:24.000Z,0,4095,,,,,,
2021-04-28T18:24:28.000Z,0,4095,,,,,,
2021-04-28T18:25:32.000Z,0,4095,,,,,,
2021-04-28T18:26:36.000Z,0,4095,,,,,,
2021-04-28T18:27:40.000Z,0,4095,,,,,,
2021-04-28T18:28:44.000Z,0,4095,,,,,,
2021-04-28T18:29:48.000Z,0,4095,,,,,,
2021-04-28T18:30:52.000Z,0,4095,,,,,,
2021-04-28T18:31:56.000Z,0,4095,,,,,,
2021-04-28T18:33:00.000Z,2,4095,,,,,,
2021-04-28T18:34:03.000Z,1,4095,,,,,,
2021-04-28T18:35:07.000Z,18,4095,,,,,,
2021-04-28T18:36:11.000Z,40,4095,,,,,,
2021-04-28T18:37:15.000Z,41,4095,,,,,,
2021-04-28T18:38:19.000Z,42,4095,,,,,,
2021-04-28T18:39:23.000Z,10,4095,,,,,,
2021-04-28T18:40:27.000Z,3,4095,,,,,,
2021-04-28T18:41:31.000Z,0,4095,,,,,,
2021-04-28T18:42:35.000Z,13,4095,,,,,,
2021-04-28T18:43:39.000Z,29,4095,,,,,,
2021-04-28T18:44:43.000Z,0,4095,,,,,,
2021-04-28T18:45:47.000Z,3,4095,,,,,,
2021-04-28T18:46:51.000Z,47,4095,,,,,,
2021-04-28T18:47:55.000Z,43,4095,,,,,,
2021-04-28T18:48:59.000Z,133,4095,,,,,,
2021-04-28T18:50:03.000Z,49,4095,,,,,,
2021-04-28T18:51:07.000Z,9,4095,,,,,,
2021-04-28T18:52:11.000Z,12,4095,,,,,,
2021-04-28T18:53:15.000Z,0,4095,,,,,,
2021-04-28T18:54:18.000Z,0,4095,,,,,,
2021-04-28T18:55:22.000Z,24,4095,,,,,,
2021-04-28T18:56:26.000Z,0,4095,,,,,,
2021-04-28T18:57:30.000Z,0,4095,,,,,,
2021-04-28T18:58:34.000Z,0,4095,,,,,,
2021-04-28T18:59:38.000Z,97,4095,,,,,,
2021-04-28T19:00:42.000Z,106,4095,,,,,,
2021-04-28T19:01:46.000Z,133,4095,,,,,,
2021-04-28T19:02:50.000Z,114,4095,,,,,,
2021-04-28T19:03:54.000Z,90,4095,,,,,,
2021-04-28T19:04:58.000Z,106,4095,,,,,,
2021-04-28T19:06:02.000Z,144,4095,,,,,,
2021-04-28T19:07:06.000Z,75,4095,,,,,,
2021-04-28T19:08:10.000Z,47,4095,,,,,,
2021-04-28T19:09:14.000Z,0,4095,,,,,,
2021-04-28T19:10:18.000Z,0,4095,,,,,,
2021-04-28T19:11:22.000Z,9,4095,,,,,,
2021-04-28T19:12:26.000Z,0,4095,,,,,,
2021-04-28T19:13:30.000Z,0,4095,,,,,,
2021-04-28T19:14:34.000Z,16,4095,,,,,,
2021-04-28T19:15:38.000Z,71,4095,,,,,,
2021-04-28T19:16:42.000Z,101,4095,,,,,,
2021-04-28T19:17:46.000Z,72,4095,,,,,,
2021-04-28T19:18:49.000Z,4,4095,,,,,,
2021-04-28T19:19:53.000Z,2,4095,,,,,,
2021-04-28T19:20:57.000Z,17,4095,,,,,,
2021-04-28T19:22:01.000Z,85,4095,,,,,,
2021-04-28T19:23:08.000Z,95,4095,,,,,,
2021-04-28T19:24:12.000Z,112,4095,,,,,,
2021-04-28T19:25:15.000Z,72,4095,,,,,,
2021-04-28T19:26:19.000Z,145,4095,,,,,,
2021-04-28T19:27:23.000Z,128,4095,,,,,,
2021-04-28T19:28:27.000Z,112,4095,,,,,,
2021-04-28T19:29:31.000Z,95,4095,,,,,,
2021-04-28T19:30:35.000Z,146,4095,,,,,,
2021-04-28T19:31:39.000Z,133,4095,,,,,,
2021-04-28T19:32:43.000Z,67,4095,,,,,,
2021-04-28T19:33:47.000Z,21,4095,,,,,,
2021-04-28T19:34:51.000Z,107,4095,,,,,,
2021-04-28T19:35:55.000Z,63,4095,,,,,,
2021-04-28T19:36:59.000Z,62,4095,,,,,,
2021-04-28T19:38:03.000Z,6,4095,,,,,,
2021-04-28T19:39:07.000Z,8,4095,,,,,,
2021-04-28T19:40:11.000Z,4,4095,,,,,,
2021-04-28T19:41:15.000Z,23,4095,,,,,,
2021-04-28T19:42:19.000Z,37,4095,,,,,,
2021-04-28T19:43:23.000Z,42,4095,,,,,,
2021-04-28T19:44:27.000Z,0,4095,,,,,,
2021-04-28T19:45:31.000Z,0,4095,,,,,,
2021-04-28T19:46:35.000Z,0,4095,,,,,,
2021-04-28T19:47:38.000Z,0,4095,,,,,,
2021-04-28T19:48:42.000Z,0,4095,,,,,,
2021-04-28T19:49:46.000Z,0,4095,,,,,,
2021-04-28T19:50:50.000Z,60,4095,,,,,,
2021-04-28T19:51:54.000Z,103,4095,,,,,,
2021-04-28T19:52:58.000Z,60,4095,,,,,,
2021-04-28T19:54:02.000Z,122,4095,,,,,,
2021-04-28T19:55:06.000Z,83,4095,,,,,,
2021-04-28T19:56:10.000Z,60,4095,,,,,,
2021-04-28T19:57:14.000Z,100,4095,,,,,,
2021-04-28T19:58:18.000Z,126,4095,,,,,,
2021-04-28T19:59:22.000Z,126,4095,,,,,,
2021-04-28T20:00:26.000Z,69,4095,,,,,,
2021-04-28T20:01:29.000Z,86,4095,,,,,,
2021-04-28T20:02:33.000Z,37,4095,,,,,,
2021-04-28T20:03:37.000Z,96,4095,,,,,,
2021-04-28T20:04:41.000Z,80,4095,,,,,,
2021-04-28T20:05:45.000Z,134,4095,,,,,,
2021-04-28T20:06:49.000Z,131,4095,,,,,,
2021-04-28T20:07:53.000Z,81,4095,,,,,,
2021-04-28T20:08:57.000Z,0,4095,,,,,,
2021-04-28T20:10:01.000Z,70,4095,,,,,,
2021-04-28T20:11:05.000Z,133,4095,,,,,,
2021-04-28T20:12:09.000Z,94,4095,,,,,,
2021-04-28T20:13:13.000Z,114,4095,,,,,,
2021-04-28T20:14:17.000Z,106,4095,,,,,,
2021-04-28T20:15:21.000Z,144,4095,,,,,,
2021-04-28T20:16:25.000Z,103,4095,,,,,,
2021-04-28T20:17:29.000Z,148,4095,,,,,,
2021-04-28T20:18:33.000Z,138,4095,,,,,,
2021-04-28T20:19:37.000Z,137,4095,,,,,,
2021-04-28T20:20:41.000Z,129,4095,,,,,,
2021-04-28T20:21:45.000Z,83,4095,,,,,,
2021-04-28T20:22:48.000Z,95,4095,,,,,,
2021-04-28T20:23:52.000Z,142,4095,,,,,,
2021-04-28T20:24:56.000Z,138,4095,,,,,,
2021-04-28T20:26:00.000Z,145,4095,,,,,,
2021-04-28T20:27:06.000Z,104,4095,,,,,,
2021-04-28T20:28:10.000Z,146,4095,,,,,,
2021-04-28T20:29:14.000Z,116,4095,,,,,,
2021-04-28T20:30:18.000Z,74,4095,,,,,,
2021-04-28T20:31:22.000Z,135,4095,,,,,,
2021-04-28T20:32:26.000Z,136,4095,,,,,,
2021-04-28T20:33:30.000Z,117,4095,,,,,,
2021-04-28T20:34:34.000Z,142,4095,,,,,,
2021-04-28T20:35:38.000Z,141,4095,,,,,,
2021-04-28T20:36:42.000Z,139,4095,,,,,,
2021-04-28T20:37:46.000Z,141,4095,,,,,,
2021-04-28T20:38:50.000Z,144,4095,,,,,,
2021-04-28T20:39:54.000Z,133,4095,,,,,,
2021-04-28T20:40:58.000Z,149,4095,,,,,,
2021-04-28T20:42:02.000Z,145,4095,,,,,,
2021-04-28T20:43:06.000Z,147,4095,,,,,,
2021-04-28T20:44:10.000Z,2,4095,,,,,,
2021-04-28T20:45:14.000Z,9,4095,,,,,,
2021-04-28T20:46:18.000Z,129,4095,,,,,,
2021-04-28T20:47:21.000Z,116,4095,,,,,,
2021-04-28T20:48:25.000Z,135,4095,,,,,,
2021-04-28T20:49:29.000Z,144,4095,,,,,,
2021-04-28T20:50:33.000Z,150,4095,,,,,,
2021-04-28T20:51:37.000Z,139,4095,,,,,,
2021-04-28T20:52:41.000Z,129,4095,,,,,,
2021-04-28T20:53:45.000Z,104,4095,,,,,,
2021-04-28T20:54:49.000Z,128,4095,,,,,,
2021-04-28T20:55:53.000Z,116,4095,,,,,,
2021-04-28T20:56:57.000Z,0,4095,,,,,,
2021-04-28T20:58:01.000Z,0,4095,,,,,,
2021-04-28T20:59:05.000Z,0,4095,,,,,,
2021-04-28T21:00:09.000Z,0,4095,,,,,,
2021-04-28T21:01:13.000Z,0,4095,,,,,,
2021-04-28T21:02:17.000Z,0,4095,,,,,,
2021-04-28T21:03:21.000Z,0,4095,,,,,,
2021-04-28T21:04:25.000Z,0,4095,,,,,,
2021-04-28T21:05:29.000Z,0,4095,,,,,,
2021-04-28T21:06:33.000Z,28,4095,,,,,,
2021-04-28T21:07:36.000Z,118,4095,,,,,,
2021-04-28T21:08:40.000Z,130,4095,,,,,,
2021-04-28T21:09:44.000Z,85,4095,,,,,,
2021-04-28T21:10:48.000Z,67,4095,,,,,,
2021-04-28T21:11:52.000Z,104,4095,,,,,,
2021-04-28T21:12:56.000Z,115,4095,,,,,,
2021-04-28T21:14:00.000Z,117,4095,,,,,,
2021-04-28T21:15:04.000Z,126,4095,,,,,,
2021-04-28T21:16:08.000Z,123,4095,,,,,,
2021-04-28T21:17:12.000Z,97,4095,,,,,,
2021-04-28T21:18:16.000Z,138,4095,,,,,,
2021-04-28T21:19:20.000Z,141,4095,,,,,,
2021-04-28T21:20:24.000Z,123,4095,,,,,,
2021-04-28T21:21:28.000Z,75,4095,,,,,,
2021-04-28T21:22:32.000Z,126,4095,,,,,,
2021-04-28T21:23:36.000Z,128,4095,,,,,,
2021-04-28T21:24:40.000Z,147,4095,,,,,,
2021-04-28T21:25:44.000Z,122,4095,,,,,,
2021-04-28T21:26:48.000Z,0,4095,,,,,,
2021-04-28T21:27:52.000Z,0,4095,,,,,,
2021-04-28T21:28:56.000Z,0,4095,,,,,,
2021-04-28T21:30:00.000Z,0,4095,,,,,,
2021-04-28T21:31:06.000Z,0,4095,,,,,,
2021-04-28T21:32:10.000Z,0,4095,,,,,,
2021-04-28T21:33:14.000Z,59,4095,,,,,,
2021-04-28T21:34:17.000Z,107,4095,,,,,,
2021-04-28T21:35:21.000Z,94,4095,,,,,,
2021-04-28T21:36:25.000Z,105,4095,,,,,,
2021-04-28T21:37:29.000Z,115,4095,,,,,,
2021-04-28T21:38:33.000Z,122,4095,,,,,,
2021-04-28T21:39:37.000Z,116,4095,,,,,,
2021-04-28T21:40:41.000Z,77,4095,,,,,,
2021-04-28T21:41:45.000Z,139,4095,,,,,,
2021-04-28T21:42:49.000Z,132,4095,,,,,,
2021-04-28T21:43:53.000Z,146,4095,,,,,,
2021-04-28T21:44:57.000Z,86,4095,,,,,,
2021-04-28T21:46:01.000Z,144,4095,,,,,,
2021-04-28T21:47:05.000Z,146,4095,,,,,,
2021-04-28T21:48:09.000Z,152,4095,,,,,,
2021-04-28T21:49:13.000Z,148,4095,,,,,,
2021-04-28T21:50:17.000Z,23,4095,,,,,,
2021-04-28T21:51:20.000Z,106,4095,,,,,,
2021-04-28T21:52:24.000Z,103,4095,,,,,,
2021-04-28T21:53:28.000Z,112,4095,,,,,,
2021-04-28T21:54:32.000Z,110,4095,,,,,,
2021-04-28T21:55:36.000Z,89,4095,,,,,,
2021-04-28T21:56:40.000Z,133,4095,,,,,,
2021-04-28T21:57:44.000Z,141,4095,,,,,,
2021-04-28T21:58:48.000Z,127,4095,,,,,,
2021-04-28T21:59:52.000Z,137,4095,,,,,,
2021-04-28T22:00:56.000Z,0,4095,,,,,,
2021-04-28T22:02:00.000Z,0,4095,,,,,,
2021-04-28T22:03:04.000Z,0,4095,,,,,,
2021-04-28T22:04:08.000Z,0,4095,,,,,,
2021-04-28T22:05:12.000Z,0,4095,,,,,,
2021-04-28T22:06:16.000Z,0,4095,,,,,,
2021-04-28T22:07:20.000Z,0,4095,,,,,,
2021-04-28T22:08:24.000Z,0,4095,,,,,,
2021-04-28T22:09:28.000Z,19,4095,,,,,,
2021-04-28T22:10:32.000Z,90,4095,,,,,,
2021-04-28T22:11:36.000Z,89,4095,,,,,,
2021-04-28T22:12:40.000Z,122,4095,,,,,,
2021-04-28T22:13:43.000Z,126,4095,,,,,,
2021-04-28T22:14:47.000Z,135,4095,,,,,,
2021-04-28T22:15:51.000Z,97,4095,,,,,,
2021-04-28T22:16:55.000Z,100,4095,,,,,,
2021-04-28T22:17:59.000Z,111,4095,,,,,,
2021-04-28T22:19:03.000Z,126,4095,,,,,,
2021-04-28T22:20:07.000Z,127,4095,,,,,,
2021-04-28T22:21:11.000Z,127,4095,,,,,,
2021-04-28T22:22:15.000Z,135,4095,,,,,,
2021-04-28T22:23:19.000Z,30,4095,,,,,,
2021-04-28T22:24:23.000Z,134,4095,,,,,,
2021-04-28T22:25:27.000Z,121,4095,,,,,,
2021-04-28T22:26:31.000Z,128,4095,,,,,,
2021-04-28T22:27:35.000Z,52,4095,,,,,,
2021-04-28T22:28:39.000Z,130,4095,,,,,,
2021-04-28T22:29:43.000Z,138,4095,,,,,,
2021-04-28T22:30:47.000Z,139,4095,,,,,,
2021-04-28T22:31:51.000Z,119,4095,,,,,,
2021-04-28T22:32:54.000Z,142,4095,,,,,,
2021-04-28T22:33:58.000Z,140,4095,,,,,,
2021-04-28T22:35:05.000Z,141,4095,,,,,,
2021-04-28T22:36:08.000Z,141,4095,,,,,,
2021-04-28T22:37:12.000Z,146,4095,,,,,,
2021-04-28T22:38:16.000Z,57,4095,,,,,,
2021-04-28T22:39:20.000Z,88,4095,,,,,,
2021-04-28T22:40:24.000Z,135,4095,,,,,,
2021-04-28T22:41:28.000Z,59,4095,,,,,,
2021-04-28T22:42:32.000Z,0,4095,,,,,,
2021-04-28T22:43:36.000Z,0,4095,,,,,,
2021-04-28T22:44:40.000Z,0,4095,,,,,,
2021-04-28T22:45:44.000Z,0,4095,,,,,,
2021-04-28T22:46:48.000Z,0,4095,,,,,,
2021-04-28T22:47:52.000Z,0,4095,,,,,,
2021-04-28T22:48:56.000Z,74,4095,,,,,,
2021-04-28T22:50:00.000Z,84,4095,,,,,,
2021-04-28T22:51:04.000Z,114,4095,,,,,,
2021-04-28T22:52:08.000Z,122,4095,,,,,,
2021-04-28T22:53:12.000Z,78,4095,,,,,,
2021-04-28T22:54:15.000Z,0,4095,,,,,,
2021-04-28T22:55:19.000Z,66,4095,,,,,,
2021-04-28T22:56:23.000Z,108,4095,,,,,,
2021-04-28T22:57:27.000Z,119,4095,,,,,,
2021-04-28T22:58:31.000Z,133,4095,,,,,,
2021-04-28T22:59:35.000Z,62,4095,,,,,,
2021-04-28T23:00:39.000Z,122,4095,,,,,,
2021-04-28T23:01:43.000Z,132,4095,,,,,,
2021-04-28T23:02:47.000Z,139,4095,,,,,,
2021-04-28T23:03:51.000Z,137,4095,,,,,,
2021-04-28T23:04:55.000Z,115,4095,,,,,,
2021-04-28T23:05:59.000Z,20,4095,,,,,,
2021-04-28T23:07:03.000Z,140,4095,,,,,,
2021-04-28T23:08:07.000Z,121,4095,,,,,,
2021-04-28T23:09:11.000Z,142,4095,,,,,,
2021-04-28T23:10:15.000Z,148,4095,,,,,,
2021-04-28T23:11:19.000Z,152,4095,,,,,,
2021-04-28T23:12:23.000Z,129,4095,,,,,,
2021-04-28T23:13:27.000Z,59,4095,,,,,,
2021-04-28T23:14:31.000Z,94,4095,,,,,,
2021-04-28T23:15:34.000Z,99,4095,,,,,,
2021-04-28T23:16:38.000Z,106,4095,,,,,,
2021-04-28T23:17:42.000Z,127,4095,,,,,,
2021-04-28T23:18:46.000Z,121,4095,,,,,,
2021-04-28T23:19:50.000Z,126,4095,,,,,,
2021-04-28T23:20:54.000Z,107,4095,,,,,,
2021-04-28T23:21:58.000Z,147,4095,,,,,,
2021-04-28T23:23:02.000Z,146,4095,,,,,,
2021-04-28T23:24:06.000Z,20,4095,,,,,,
2021-04-28T23:25:10.000Z,0,4095,,,,,,
2021-04-28T23:26:14.000Z,0,4095,,,,,,
2021-04-28T23:27:18.000Z,0,4095,,,,,,
2021-04-28T23:28:22.000Z,0,4095,,,,,,
2021-04-28T23:29:26.000Z,0,4095,,,,,,
2021-04-28T23:30:30.000Z,0,4095,,,,,,
2021-04-28T23:31:34.000Z,102,4095,,,,,,
2021-04-28T23:32:37.000Z,115,4095,,,,,,
2021-04-28T23:33:41.000Z,81,4095,,,,,,
2021-04-28T23:34:45.000Z,110,4095,,,,,,
2021-04-28T23:35:49.000Z,122,4095,,,,,,
2021-04-28T23:36:53.000Z,119,4095,,,,,,
2021-04-28T23:37:57.000Z,43,4095,,,,,,
2021-04-28T23:39:03.000Z,120,4095,,,,,,
2021-04-28T23:40:07.000Z,89,4095,,,,,,
2021-04-28T23:41:11.000Z,123,4095,,,,,,
2021-04-28T23:42:15.000Z,135,4095,,,,,,
2021-04-28T23:43:19.000Z,123,4095,,,,,,
2021-04-28T23:44:23.000Z,120,4095,,,,,,
2021-04-28T23:45:27.000Z,94,4095,,,,,,
2021-04-28T23:46:31.000Z,69,4095,,,,,,
2021-04-28T23:47:35.000Z,125,4095,,,,,,
2021-04-28T23:48:39.000Z,127,4095,,,,,,
2021-04-28T23:49:43.000Z,147,4095,,,,,,
2021-04-28T23:50:47.000Z,137,4095,,,,,,
2021-04-28T23:51:51.000Z,111,4095,,,,,,
